Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL
113,9.613795523322006,4.677045786342283,0.16748278434327346
144,6.695896583968151,8.529506697370174,0.11528001525545117
138,8.870458812690078,6.675343046301996,0.25095303831875193
138,9.247334792676835,6.762164469980896,0.28346865507217667
109,5.370114077641785,6.0372902383574765,0.22280186219900078
139,9.930415283319437,5.7956235019883025,0.24970517369801967
111,9.920641123769943,6.508186931793966,0.22461645832033755
134,8.32398672650902,6.3081265027954805,0.2655033049523742
147,5.187670701709803,6.132051396116387,0.20674125803964213
106,6.996643153530637,7.400785625400463,0.2837417150328374
149,9.151141701151243,4.3420256522231515,0.10191394187403796
116,7.703186140874733,8.14638858449679,0.2684894268979228
143,7.741641427466743,4.43407989344876,0.10885346668112626
148,9.401154238448424,6.285875153611618,0.11000953833002068
110,8.954627893646881,6.868910963455923,0.2591516237082534
109,7.290592255993175,6.313546517791998,0.22849753999407657
140,5.839205073600004,4.157745023382131,0.21255114171761744
127,6.747001053116861,4.501411579787466,0.1648268536023524
105,8.011639858695675,7.534276006099445,0.1300409336600476
134,5.75986164483554,5.299957454983652,0.27618617636245013
141,5.195790735534359,8.567704761226084,0.1628032796819438
123,8.564035765967024,8.663484720762636,0.16167197951345408
137,8.798714279868975,8.362509958320782,0.2819859947288491
124,6.440037602162912,7.192285989911534,0.2508966054917221
101,6.602348663243028,4.619648172466035,0.1715505143666314
104,5.656515065768661,4.567771848562702,0.13048437176739017
109,5.742081072446824,5.007870446300939,0.21744232294303828
149,5.4906395821205205,7.238885191336875,0.1022319340161986
110,7.255091927614844,4.846743686374069,0.1930703067755205
121,9.956814025467796,6.642124471134714,0.16318940264196752
134,9.797939892474481,4.774843148052804,0.16537088379197723
115,8.91471352176106,7.808672835370713,0.20255725044945877
109,9.820561012077057,6.437050942493505,0.29040305746371187
131,5.273672801648777,6.376097737700042,0.2267509167516476
112,7.225396404498006,4.3367226787000615,0.19480466821332781
100,8.246592680601754,8.596051413068789,0.22692084730524614
109,6.064897407985825,4.836618306943045,0.28937956508958196
146,9.489115723868487,8.52878603481085,0.1662761717640196
109,7.802002568779406,8.779150902365352,0.160018393982541
138,6.271998851833667,7.555738797914012,0.26039167149666603
119,6.115069002314383,7.39263685206706,0.10058664221261915
129,7.509101343142266,7.811739281503934,0.17931356853548844
147,5.173657354316172,4.6419645951577895,0.18967769354317088
103,6.871991178741413,7.950749112519025,0.1463721431418144
118,7.060395121796687,8.748185634774877,0.27705019148233434
121,8.730683181922357,8.672890584084488,0.15133700479623646
139,5.122285221668438,6.968096070787013,0.12026628089262575
128,7.0182598506698906,6.230921048758963,0.193954650103903
111,9.582413901712894,8.62613693475288,0.2899211500692022
125,7.597367973882754,5.6183680562095,0.2557635320392144
