Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL
135,5.160009899328229,8.645525840467188,0.17840139666388657
125,9.299702201740182,5.413982687348351,0.29357774021541516
134,7.396013462054493,5.125868207341843,0.1650489771001433
146,9.736501566807366,7.313850454402807,0.2981217699299976
129,5.929231425482136,6.928154633941661,0.23988682695662458
139,9.709700592779798,6.520230493305623,0.29107179694393037
130,5.867470447667574,4.458016849230915,0.18932932485538345
115,7.880574091446971,6.0773983025639975,0.1036428371155853
129,9.756430083277328,7.753202887870078,0.263124237167325
126,8.539005983421125,4.006503559609331,0.2814002475407962
102,8.366227898825601,7.417542848432149,0.24240887816044257
104,9.89251883935627,4.514097546744488,0.2749651766657337
103,7.64419493262249,4.576175921052268,0.19501344067598592
113,8.99998681231244,7.602218259730465,0.24197046013869267
143,9.268249484176067,6.638265606079588,0.1275935235890761
140,6.3998269441199165,6.540139208126046,0.20039330280369133
121,8.555008579288977,4.821066259417875,0.11033481593499211
136,6.152047207865839,4.083299659046547,0.1768944731051293
127,7.7028520673817,7.848016473853883,0.27857648353691034
137,5.583819725361567,7.815712198637843,0.12059791074004006
108,7.366830752062792,6.101030976388731,0.22544113418432657
122,9.147019641711102,5.719116975873009,0.22931289172809682
148,6.234113281835407,7.692488000692587,0.27152433854838876
134,7.384243866672762,5.202492104855523,0.2906824216191566
121,5.300961980257882,6.121305068619487,0.16769433760733565
141,5.75970083108379,4.824599852117897,0.17736506763932758
141,6.428458254715274,6.878628665615813,0.2720256717733288
109,5.424870302054599,6.292025410462465,0.17295276769688306
123,9.50758412296516,7.198479343706101,0.16889480909072246
105,5.675492286007734,7.8502565716073445,0.20454803277583564
120,5.7127672555596,4.238303185533215,0.14000147004583358
118,7.967227450153704,7.507250759155337,0.14359605834349684
125,5.859348818224023,5.387310118595204,0.24808114320570449
100,7.717567865821998,6.967385259822694,0.14990316445280064
118,5.095174751024829,8.788902685081649,0.17380445658520327
137,5.302560545565082,5.068736249502388,0.23331672982069165
125,6.530549181654351,6.221551266343903,0.24520917855658128
121,7.5119529838601995,8.027154028744457,0.10657438816052958
132,8.644404026189756,5.317826687470287,0.25132079530333473
144,6.268966828187841,6.3755248771344295,0.1973204983935398
149,6.87845756223185,4.4860469989221965,0.2597720683384578
104,8.310840958647201,6.147936844409126,0.1493762922683818
109,8.139367648171511,5.686512198790643,0.21735374498296917
133,9.943018447552078,7.982946178157832,0.24191552118423404
101,9.271331882179245,4.022830003020053,0.1833928849636947
109,6.204198734527509,6.261816731129912,0.2683970588958319
119,9.19102579967344,4.7979157298917885,0.2332950777445891
106,7.539577608342894,8.007248252391722,0.1303525162012301
101,7.515390737089474,6.396657882395022,0.11129839987493513
106,8.472767761076584,4.9409384024043295,0.28040001239843837
