Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL
112,8.366414865256871,5.0888260902833204,0.1994564622541799
135,6.331751431876915,7.793349510152159,0.11116500581757519
130,9.429180097456765,8.371892994994807,0.13503604848073866
108,8.629473423479642,5.261065978095811,0.17695205895051186
129,7.609888065177229,5.740555452277093,0.18176487638376837
144,9.688002264207206,7.540066093942631,0.10910757521965027
103,9.09757450110735,6.726184016690621,0.29374055208656447
127,7.942335327640192,7.499388084966844,0.16800919720662288
114,9.695431944889261,5.41783525457423,0.23114551363845476
101,6.647051874876796,4.14451209607828,0.21694363229775526
122,9.107805421725839,6.797545356955579,0.24795690793524258
137,6.040960110014918,7.998777327976202,0.18136891385377849
138,7.504264654729407,7.439718548268741,0.14661976789003
125,9.54218389213893,8.194628083274234,0.21595715712103947
104,9.189057669937169,7.9040630455701555,0.1887929652094823
129,6.858660938380794,7.4198824073833665,0.22206701286005331
118,6.486759865599501,5.293010990812528,0.10776523808234664
114,7.4077483005756575,4.504912286070191,0.21230295257329668
148,9.125587999700205,7.1680315035101945,0.21026313990868328
136,8.253733733780706,5.382380834806776,0.2917135215575104
148,8.140458015706718,4.7956057124327245,0.22504739768142173
113,7.717902614114482,8.94078042234425,0.1705619579210283
148,8.465177672859836,5.53866868044279,0.2177554065113758
125,5.572526368185072,8.177631234788338,0.23154116028749708
148,5.998685624344424,5.337425012828053,0.15429690069955415
111,7.842106772154505,7.87352377267114,0.2507002057712284
120,8.972003947615532,6.486000134270355,0.17960236398913276
126,5.502003704219617,8.35414501544247,0.15795813026674194
102,6.746973534408235,6.270042933154164,0.23945426968009723
131,9.586443009544052,6.197181694226373,0.2396123881031316
106,6.991979503135157,5.121780316093937,0.25988286891618195
120,5.6007068868937555,5.449918820902578,0.26777410714203087
122,7.964570966303551,7.122641971042517,0.2103880432842814
126,9.55572417815155,4.176877988744289,0.22238116043671696
121,5.192199336755004,8.832420536393943,0.193844414132256
116,8.380548917997645,8.452402378446907,0.2914588634476446
141,6.159694915325876,8.990543003156954,0.2837483188783433
129,5.17953075429455,7.89304522880892,0.1415397069293802
127,8.811917400218613,5.794985216265269,0.26363374749366486
136,5.848742838551534,5.201588323087883,0.14749662918013412
108,7.9733506693210145,4.875882906851752,0.10374266383965697
142,5.6217083593372,8.224997872611624,0.156881928336076
103,6.333545649232395,7.616344673300703,0.2326697036393536
144,8.480381827723079,4.794847102000535,0.1822489125087369
131,7.258157563584923,6.633156262039771,0.17214077639039066
141,5.684987013090208,6.94000030124993,0.23041219532544596
146,9.60157755950173,6.984508058773766,0.23000599487825776
124,8.685284651377954,5.943859982430337,0.16902268339414056
125,8.521022505489496,8.409889386768985,0.1615934174126387
106,5.634768550580316,8.468963860469247,0.2118382808730058
