Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL
115,7.17710131258737,5.768171157801115,0.16775748430522264
133,5.331840244420572,4.759056717170317,0.22163583181438312
115,7.732070668755533,7.661118797564461,0.28374450217694686
121,8.392994798111385,8.48394236957703,0.18913244289642372
136,8.512951849490499,7.255358778478177,0.12144050149062086
110,9.140765493291855,8.009127586876044,0.2559934497635941
146,7.063904465661555,7.623887050277098,0.10174062613841375
119,5.118953323636662,6.4668734409501205,0.25482873645479776
138,5.874156749238397,8.05942668147343,0.11024252459453382
129,5.715043082261663,8.569668883650536,0.16983774259410808
140,5.47615966435668,5.637643935901887,0.20951925125613055
121,6.100871359901214,4.04662774880395,0.2341375012912647
134,5.341898364293395,6.596873750433362,0.17957086642664383
143,5.661539969528184,4.68141742058687,0.2839826989951375
116,9.724981099238226,5.587589652724142,0.19566487385742498
127,9.171100537015441,4.287055564411261,0.22085174478075997
133,7.12932516817029,4.023121005039518,0.15059142168121367
141,6.301253408016208,8.45827335034653,0.2685112451587858
149,7.824116179060615,8.155529982867652,0.16441721506081042
108,8.62274549988068,6.740848609567527,0.1241183699574332
146,5.182871892020566,6.139128040017338,0.18774515767473388
126,9.547838669133672,8.285362315297574,0.2512319298999611
110,5.871831248941561,7.6552449853015645,0.2531366186658025
120,9.459320506835613,8.784472130997873,0.23355080328096856
133,8.770560361000438,7.915976573343571,0.2553795398377806
144,6.363295403217925,5.5281070375321,0.11099265275290492
107,5.4181766517249565,4.143275060170642,0.11004936002089544
125,5.302264964397254,6.545232756189412,0.13287637523881163
122,8.304502030137307,6.271652593214123,0.14464994516727
147,7.306249711095873,5.957699347740704,0.24662620333464103
140,6.788787566385578,6.931148972315939,0.10930091675993357
100,6.524772860003298,6.791556777690306,0.25692512075241924
103,5.931440427973628,4.3476442594124745,0.23737279209691756
146,7.174783304110873,4.838467874338398,0.12089021223321511
124,6.48768286732129,5.841423790453917,0.13055555161133942
117,5.44136722645219,7.245691244137395,0.16490398353812927
126,9.39023784620708,6.807638380953985,0.2075203800726219
140,8.912987733458424,7.216496464058292,0.24976759742248678
141,9.279591089006006,8.44091629719889,0.23398639432139423
123,7.305597053433413,7.889245125625186,0.2691400585148701
121,9.135304509696534,6.13323798678852,0.21703797434054029
105,8.130759162235922,5.606360714843386,0.1546919930684219
143,5.546438277202128,8.804358063462445,0.28653613371936865
117,9.961249812342377,7.6845340218150175,0.15827641743057747
118,6.6562581494581465,7.636146939645909,0.12664064576145181
131,9.647175284133688,4.125897285679961,0.12087836984453171
148,5.913069295297168,6.397800190625262,0.2244592273134154
125,7.905002032421748,7.337090928159891,0.24466791656999234
109,7.4791677145371525,8.574679241535973,0.21993192401353232
119,5.929033485085405,8.993117356889424,0.16267685877472837
